filter_p,prolificID,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,moral_to_wis_agree,wis_to_moral_agree,morality_wis_analogy,moral_wis_comments,t.morals_First Click,t.morals_Last Click,t.morals_Page Submit,t.morals_Click Count,wis_psych_char,t.universals_First Click,t.universals_Last Click,t.universals_Page Submit,t.universals_Click Count,IMW_J,IMW_O,IMW_FINAL,FRMW_J,FRMW_O,FRMW_FINAL,FRWM_J,FRWM_O,FRWM_FINAL,FRJF_J,FRJF_O,FRJF_FINAL,TRMW_J,TRMW_O,TRMW_FINAL,TRWM_J,TRWM_O,TRWM_FINAL,TRHOC_J,TRHOC_O,TRHOC_FINAL,PR_J,PR_O,PR_FINAL,DR_J,DR_O,DR_FINAL,FM_J,FM_O,FM_FINAL,CONSTRUCT_J,CONSTRUCT_O,CONSTRUCT_FINAL,Intention_J,Intention_O,Intention_FINAL,Action_J,Action_O,Action_FINAL,MDW_J,MDW_O,MDW_FINAL,wisdom_culture,AR_K,AR_H,AR_FINAL,U_K,U_H,U_FINAL,MBR_K,MBR_H,MBR_FINAL,CCOMPETENCE_K,CCOMPETENCE_H,CCOMPETENCE_FINAL,universals_sorting_0_GROUP,universals_sorting_1_GROUP,universals_sorting_2_GROUP,universals_sorting_3_GROUP,,universals_sorting_0_1_RANK,universals_sorting_0_2_RANK,universals_sorting_0_3_RANK,universals_sorting_0_4_RANK,universals_sorting_0_5_RANK,universals_sorting_0_6_RANK,universals_sorting_0_7_RANK,universals_sorting_0_8_RANK,universals_sorting_0_9_RANK,universals_sorting_0_10_RANK,universals_sorting_0_11_RANK,universals_sorting_0_12_RANK,universals_sorting_0_13_RANK,universals_sorting_0_14_RANK,universals_sorting_0_15_RANK,universals_sorting_0_16_RANK,universals_sorting_0_17_RANK,universals_sorting_1_1_RANK,universals_sorting_1_2_RANK,universals_sorting_1_3_RANK,universals_sorting_1_4_RANK,universals_sorting_1_5_RANK,universals_sorting_1_6_RANK,universals_sorting_1_7_RANK,universals_sorting_1_8_RANK,universals_sorting_1_9_RANK,universals_sorting_1_10_RANK,universals_sorting_1_11_RANK,universals_sorting_1_12_RANK,universals_sorting_1_13_RANK,universals_sorting_1_14_RANK,universals_sorting_1_15_RANK,universals_sorting_1_16_RANK,universals_sorting_1_17_RANK,universals_sorting_2_1_RANK,universals_sorting_2_2_RANK,universals_sorting_2_3_RANK,universals_sorting_2_4_RANK,universals_sorting_2_5_RANK,universals_sorting_2_6_RANK,universals_sorting_2_7_RANK,universals_sorting_2_8_RANK,universals_sorting_2_9_RANK,universals_sorting_2_10_RANK,universals_sorting_2_11_RANK,universals_sorting_2_12_RANK,universals_sorting_2_13_RANK,universals_sorting_2_14_RANK,universals_sorting_2_15_RANK,universals_sorting_2_16_RANK,universals_sorting_2_17_RANK,universals_sorting_3_1_RANK,universals_sorting_3_2_RANK,universals_sorting_3_3_RANK,universals_sorting_3_4_RANK,universals_sorting_3_5_RANK,universals_sorting_3_6_RANK,universals_sorting_3_7_RANK,universals_sorting_3_8_RANK,universals_sorting_3_9_RANK,universals_sorting_3_10_RANK,universals_sorting_3_11_RANK,universals_sorting_3_12_RANK,universals_sorting_3_13_RANK,universals_sorting_3_14_RANK,universals_sorting_3_15_RANK,universals_sorting_3_16_RANK,universals_sorting_3_17_RANK,t.culture_First Click,t.culture_Last Click,t.culture_Page Submit,t.culture_Click Count,comments,age,sex,gender,gender_5_TEXT,edu,prior.knowledge,occupation,ethnicity,religion,religion_9_TEXT,Politics_1,country,income,more.coments,PROLIFIC_PID,STUDY_ID,SESSION_ID
0,5ff5dc177923980b4b8e651c,10/22/2021 12:30,10/22/2021 13:04,IP Address,176.25.224.73,100,2024,TRUE,10/22/2021 13:04,R_D6K0qKCdnYe4gnv,,,,,51.92759705,-0.496795654,anonymous,EN,I consent to participate in this study,Morality is sufficient for wisdom,"Wisdom is relevant for morality,Wisdom is necessary for morality","Night is to day, they are two halves of a whole. ",I believe that morality is governed by how much wisdom or knowledge you have. If you lack deep understanding of emotions it is difficult for you understand the distinction between right and wrong.,6.762,415,422.2,10,"I believe that most of our behaviours or actions are governed by our own morality, so I would say they heavily depend on moral intentions/actions. ",1.319,1.319,106.076,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,I feel that the culture you come from has the ability to shape or your understanding of feelings and thought processes. I believe that the cultural environment that you are in will change your perception of right and wrong and will highly influence the way that you behave and react to certain situations or ideas. ,1,,1,0,,0,1,,1,0,,0,"Open-mindedness/Consideration of diverse perspectives,Declarative (book) knowledge,Realization of shared humanity","Self-compassion,Self-transcendence,Context-sensitivity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Deliberation/Reflection","In-group cooperation,Uncertainty management,Experiential knowledge,Balance of diverse interests,Equanimity/Self-control","Humor,Pursuit of truth,Sympathy/compassion,Seeking Insight /Meaning",,,1,,,,,3,,,,,,,2,,,,4,,,3,2,5,,,,,,,,,,1,,,,5,,,,,,1,,4,3,2,,,,,,,,,,,,2,,3,,,,,4,,1,1.858,272.323,274.901,15,,22,Female,,,,,,,,,,,,,,,
0,5ff881646017b7093500a7ec,10/22/2021 12:46,10/22/2021 12:55,IP Address,92.236.2.171,100,564,TRUE,10/22/2021 12:55,R_3qgsf0sXKg7th6c,,,,,51.53219604,-0.097900391,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,,,,16.281,96.407,96.41,2,,0,0,59.351,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,I believe that a factor of wisdom is having knowledge and good judgement and therefore can see how cultures where learning from history and respect to others are valued can therefore contribute towards people being more wise.,1,,1,0,,0,0,,0,1,,1,"Realization of shared humanity,Declarative (book) knowledge,Context-sensitivity,Open-mindedness/Consideration of diverse perspectives,Self-transcendence,Balance of diverse interests","Uncertainty management,In-group cooperation,Humor","Self-compassion,Seeking Insight /Meaning,Equanimity/Self-control,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Pursuit of truth","Deliberation/Reflection,Experiential knowledge,Sympathy/compassion",,,4,,3,5,,1,,,,6,,,2,,,,,,,,,,,,2,,,,1,,,,3,4,,3,,,,,5,,,,,,,2,1,,,,,,,1,,,,3,,2,,,,,,0,0,155.557,0,,36,Female,,,,,,,,,,,,,,,
0,6011c25d7a8e931697461500,10/22/2021 13:01,10/22/2021 13:31,IP Address,2.26.206.113,100,1851,TRUE,10/22/2021 13:31,R_PRnQ1QmER0QibdL,,,,,51.43269348,-0.169296265,anonymous,EN,I consent to participate in this study,"Morality is a precursor for wisdom,Morality is necessary for wisdom",Wisdom is relevant for morality,biscuits are to tea,,437.994,886.744,886.76,7,I think that psychological characteristics of wisdom completely depend on moral intentions or actions.,0,0,14.821,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"I think a lot of times our culture can affect our thinking. It is only as we live and learn through experience that we truly gain wisdom in life. It can't be taught, only lived.",1,,1,0,,0,0,,0,0,,0,"Context-sensitivity,Open-mindedness/Consideration of diverse perspectives","Declarative (book) knowledge,Experiential knowledge,Balance of diverse interests,Humor,In-group cooperation,Uncertainty management","Sympathy/compassion,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Realization of shared humanity,Self-compassion","Pursuit of truth,Seeking Insight /Meaning,Deliberation/Reflection,Equanimity/Self-control,Self-transcendence",,,2,,1,,,,,,,,,,,,,,,,,,,,,,5,,3,2,6,1,,,4,2,,,,,,3,,,1,,,,,,4,,,,4,,5,3,,1,,,,,,,2,,,6.492,244.657,246.693,6,,42,Female,,,,,,,,,,,,,,,
0,60370a012a6a438245e9bece,10/22/2021 14:02,10/22/2021 14:16,IP Address,99.231.90.122,100,884,TRUE,10/22/2021 14:16,R_6Pa5UBhIJhXXeCd,,,,,43.67520142,-79.34719849,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",a book is to a bookshelf.,"I see morality as a trait you acquire through experience, and with experience you also gain wisdom. Without wisdom, morality is empty, I suppose.",0.626,177.424,180.619,4,"I believe to a great extent, because in my own personal life, my decisions are greatly influenced by my own moral intentions/actions. And by observation, people I admire also make decisions that are also influenced by their moral compass. It can't always be logical, but it will always be made with compassion.",0,0,50.892,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"I personally cannot see the relationship between culture and wisdom. For I, as an example, did gained wisdom from my own culture, but also gained more wisdom observing and understanding other's culture. I also think that culture is not entirely necessary to gain wisdom.",0,,0,0,,0,0,,0,1,,1,Context-sensitivity,"Equanimity/Self-control,Self-transcendence,Pursuit of truth,Self-compassion","Uncertainty management,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Experiential knowledge,Deliberation/Reflection","Declarative (book) knowledge,Realization of shared humanity,Open-mindedness/Consideration of diverse perspectives,Humor,Seeking Insight /Meaning,Sympathy/compassion,In-group cooperation,Balance of diverse interests",,,,,1,,,,,,,,,,,,,,,,1,,2,,,3,,,,,,,,4,,2,,,,,4,,,,,,3,1,,,,,,3,,,,,2,,7,6,8,,,1,5,,4,7.483,7.483,115.81,1,"No, but this really challenged my own understanding of wisdom, culture and moral. Thank you for this opportunity.",24,Male,,,,,,,,,,,,,,,
0,603aab1865fbaa6fb8212583,10/22/2021 14:23,10/22/2021 14:31,IP Address,86.191.42.224,100,480,TRUE,10/22/2021 14:31,R_6stmFgXQJ1pbKKZ,,,,,51.47120667,-0.942092896,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is a precursor for wisdom,Morality is necessary for wisdom,Morality is sufficient for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality,Wisdom is sufficient for morality",Water is to humans,The two are most certainly intertwined,4.301,25.138,35.028,3,"To be truly wise, one most certainly needs moral intention - immorality misplaced any previous learning and makes it more insidious while wisdom has connotations of good. In terms of actions, the same principles apply.",0,0,41.871,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"Wisdom can exist without being directly applicable to the cultures in which it is applied, although a wise person will not be appreciated in their time where the wisdoms which they produce don't accord with the culture in which they exist.",0,,0,0,,0,0,,0,0,,0,"Pursuit of truth,Seeking Insight /Meaning,Self-transcendence","In-group cooperation,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Sympathy/compassion,Open-mindedness/Consideration of diverse perspectives,Declarative (book) knowledge,Balance of diverse interests,Realization of shared humanity","Context-sensitivity,Experiential knowledge,Self-compassion,Uncertainty management,Equanimity/Self-control","Humor,Deliberation/Reflection",,,,,,3,,,1,,,,,,,2,,,2,4,,,,,7,,1,3,6,,,5,,,,,,5,1,,,,,,,,2,4,,,3,,,,,,,2,,,,,,,,,,,1,1.373,108.168,109.741,6,,23,Male,Man/Transman,,Master's Degree,"I have not taken any courses on wisdom, morality or culture",Trainee solicitor,White,Non-Religious,,3,England,"$50,001 - $75,000",The study was a lot more intense than others I have done in the past (there were quite difficult concepts preferred) I tried my best though!,,,
0,6047c79eb8267d07b5a2ffb2,10/22/2021 14:23,10/22/2021 15:14,IP Address,81.111.106.104,100,3055,TRUE,10/22/2021 15:14,R_Rmhm3SrpjunScsV,,,,,54.86729431,-6.498001099,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is relevant for morality,Weather is to fashion,"Morality is created through nurture, the social impact on our opinions/actions will greatly affect what we see as right and wrong moving forward in life. For the most part this is dictated by the dominant religion, regardless of the individuals religious beliefs, as we go through multiple phases in life of trying to fit in with the social dynamic.That dynamic temporarily defines our fashion, entertainment and hobby preferences, but at a more permanent level it defines our morals and ethics -this can be seen in our political opinions when compared to the religious community we grew up in. Even in atheist families its difficult to separate ourselves from religious influences. If we look at gypsy/traveller communities that have very minimal focus on religion on a day-to-day basis, theft and violence is seen as more acceptable based on the morality of providing for and protecting the family/community -from an outsiders viewpoint it is barbaric and many activities should be illegal, but within the community the same acts are seen as a point of pride or for a necessary cause so completely justified.
As far as wisdom in relation to morality, wisdom is the culmination of our life experiences determining how we move forward whereas morality is a preset standard that is supposed to guide us when we have no experience in the matter. Where they crossover is when we experience a moral dilemma and suddenly come to terms with our true beliefs; accept what we have learned from society or defy our lessons in order to do what our gut instinct believes to be correct -wisdom overrides our morality only when our opinion changes due to that defiance. Many grow up being told being gay is a sin, an astonishing amount of antigay politicians and activists have also been revealed as engaging in gay sex/relationships themselves -this shows that wisdom can also be defied by choosing moral principle as infalliable (though it is fair to point out that this could be related to the earlier point of wanting to fit in with our community, even if its only for personal gain, eg not wanting to lose our career).
Just to go back to my analogy; what clothing we wear (individual morality) is based on our surroundings, what cements our fashion choices on a daily basis is first dictated by the weather (life experiences/wisdom) and then what social group we wish to be part of (our nurtured morals/ethics)",4.242,2151.849,2174.612,14,"Our moral intentions/actions are a rough guideline for when we havnt a clue on how we would act instinctively -socially created and supported by research to ensure a positive outcome. Wisdom is how we explain what we've experienced, in most situations it correlates directly to what we thought prior to experiencing the event but it can at times defy our predetermined thoughts",0,0,22.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,,,0,,,0,,,0,"Morality is closely tied with culture, wisdom separates itself from morality most often when specifically defying culture in order to make an individual choice",1,,1,0,,0,0,,0,0,,0,,"Sympathy/compassion,Seeking Insight /Meaning,Uncertainty management,Pursuit of truth","Realization of shared humanity,Open-mindedness/Consideration of diverse perspectives,Experiential knowledge,Declarative (book) knowledge,Context-sensitivity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Self-transcendence,Balance of diverse interests,Deliberation/Reflection,Self-compassion,Humor","Equanimity/Self-control,In-group cooperation",,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,3,,2,,,6,2,,5,7,9,1,,,,8,3,,4,,10,11,,,1,,,,,,2,,,,,,,,,19.86,138.076,230.961,3,,29,Male,Man/Transman,,Some college,"I have not taken any courses on wisdom, morality or culture",Unemployed,White,Non-Religious,,2,UK,"Under $15,000","I'm not great at clarifying my point, I hope I didn't ramble too much (im halfway between interesting and awkward here)",,,
0,60591c424d0fd87267f08838,10/22/2021 13:51,10/22/2021 13:59,IP Address,81.158.83.212,100,460,TRUE,10/22/2021 13:59,R_2fwmt2PDm9uKnXb,,,,,53.3553009,-1.563293457,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is sufficient for morality,morality is to wisdom,i believe they are extremely closely linked,6.015,27.659,50.544,4,Physiological characteristics are directly associated with someones moral intentions. As moral intentions are the things that control a person in the sense of doing good or bad.,0,0,2.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"I believe people are raised into a religion and therefore raised to have certain thoughts and beliefs, and thus this is not a decision made by the individual. This therefore causes them to act in certain ways in certain situations and this may not be completely controlled by the person.",1,,1,0,,0,0,,0,0,,0,"Balance of diverse interests,Self-transcendence,Open-mindedness/Consideration of diverse perspectives","Realization of shared humanity,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Experiential knowledge,Deliberation/Reflection,Humor,Self-compassion","Pursuit of truth,Uncertainty management,Declarative (book) knowledge,Equanimity/Self-control,Seeking Insight /Meaning","Sympathy/compassion,In-group cooperation,Context-sensitivity",,,3,,,2,,,,,,1,,,,,,,2,,,,,4,1,,,,,3,,,,6,5,,,4,,,,,1,,,,,2,3,5,,,,,,3,,,,,2,1,,,,,,,,4.678,4.678,46.487,1,,19,Male,,,,,,,,,,,,,,,
0,606225ef825e4df84eb88f7b,10/22/2021 14:16,10/22/2021 14:26,IP Address,176.252.117.111,100,549,TRUE,10/22/2021 14:26,R_2dBkEJ0yJcTKklK,,,,,53.43229675,-2.195205688,anonymous,EN,I consent to participate in this study,,"Wisdom is a precursor for morality,Wisdom is necessary for morality",,"Morality is hard to describe as it is a set of values that were developing through thousands of years thanks to the rules set by people in charge. The way we perceive morality nowadays individually is something that cannot trully be perceived as good or bad no matter of the morality itself. Wisdom is pretty much the same thing but since it ""creates"" morality that we define as good it can be counted as something superior to morality.",4.475,4.475,156.316,1,,0,0,53.728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,,,0,,,0,"Just as I answered in the previous question, morality and wisdom are products of cultural cultivation through tousands of years. One can be described as wise in one culture, but in the other culture he could be average or even stupid.",1,,1,0,,0,0,,0,0,,0,"Open-mindedness/Consideration of diverse perspectives,Realization of shared humanity,Equanimity/Self-control,In-group cooperation,Uncertainty management,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Self-transcendence,Context-sensitivity,Balance of diverse interests,Self-compassion",,"Pursuit of truth,Declarative (book) knowledge","Experiential knowledge,Sympathy/compassion,Seeking Insight /Meaning,Deliberation/Reflection,Humor",,6,1,3,8,7,,2,,4,,9,,5,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,4,,,,2,,1,,,3,,5,16.264,16.264,140.432,1,Not really. My answers about wisdom and morality are enough.,21,Male,,,,,,,,,,,,,,,
0,606747c91b4dfd8aa50bf80b,10/22/2021 13:07,10/22/2021 13:13,IP Address,86.7.224.64,100,345,TRUE,10/22/2021 13:13,R_21GqR1ge7jHFMjh,,,,,50.73100281,-1.95300293,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is relevant for morality,knowledge is to respect,I understand morality as a trait a person can possess regarding morals and ethics,0.668,79.562,79.937,6,"i don't think they DEPEND on moral intentions, however in order to have wisdom you need to know morals",0,0,5.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,There is a level that is expected in culture of wisdom and this links with morality.,1,,1,0,,0,0,,0,0,,0,"Self-transcendence,In-group cooperation,Self-compassion","Equanimity/Self-control,Experiential knowledge","Realization of shared humanity,Pursuit of truth,Seeking Insight /Meaning","Sympathy/compassion,Humor",,,,,,1,,,,2,,,,,,,3,,,,1,,,,,,,,,2,,,,,,,,,,,,1,2,,,,,,,3,,,,,,,,,,,,1,,,,,,,2,11.043,19.629,59.923,2,no,,Female,,,,,,,,,,,,,,,
0,6075fa8c09e8dff5269dd7de,10/22/2021 14:06,10/22/2021 14:26,IP Address,145.40.153.44,100,1164,TRUE,10/22/2021 14:26,R_w0fEfLXOy8svBLP,,,,,50.91690063,-1.42199707,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is necessary for morality",tears are to sadness,"wisdom and morality are closely related, but wisdom incorporates the understanding of the whole process, whereas morality questions only the outcomes",8.135,163.123,228.484,3,use of wisdom allows the decision making for the desired outcome,0,0,85.998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,wisdom is a learned (or gained) trait throughout life. cultural differences support the gain of knowledge that leads to wisdom. Thus overall wisdom and its expression if influenced by surrounding culture.,1,,1,0,,0,0,,0,0,,0,"Pursuit of truth,In-group cooperation",Self-transcendence,"Uncertainty management,Seeking Insight /Meaning","Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Experiential knowledge,Sympathy/compassion",,,,,,,,,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,1,,,,,,,,,3,,2,,,,,,145.14,161.98,242.667,2,,22,Male,,,,,,,,,,,,,,,
0,6079469d85e61014ebfd710a,10/22/2021 13:06,10/22/2021 13:28,IP Address,86.149.51.99,100,1323,TRUE,10/22/2021 13:28,R_3fIfI1D8grprdQ7,,,,,51.76570129,-1.279693604,anonymous,EN,I consent to participate in this study,Morality is necessary for wisdom,Wisdom is necessary for morality,Intelligence to character,Wisdom and morality are interconnected,4.993,93.302,94.825,15,They affect our actions and the wisdom would remind us of past experiences and how we felt. Our feelings influence whether we perform and repeat the action ,4.29,6.584,7.476,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,Some cultures have beliefs which affect their day of life. What might be taboo in one culture is not taboo in another. They have different values which would affect their traits ,0,,0,0,,0,0,,0,0,,0,"Open-mindedness/Consideration of diverse perspectives,Uncertainty management","Sympathy/compassion,Pursuit of truth,In-group cooperation,Self-transcendence,Self-compassion","Declarative (book) knowledge,Realization of shared humanity,Experiential knowledge,Deliberation/Reflection,Balance of diverse interests,Context-sensitivity","Humor,Equanimity/Self-control,Seeking Insight /Meaning,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility",,,1,,,,,,,,,,,2,,,,,,,,,4,,,2,3,1,,,,,,5,,,,,6,,4,2,,,,5,3,,1,,,,4,,2,,,,,,,,,,,,3,,1,3.096,276.208,277.229,125,,21,Female,,,,,,,,,,,,,,,
0,60958d58e48d3b3ed2055124,10/22/2021 12:58,10/22/2021 13:08,IP Address,96.52.82.87,100,598,TRUE,10/22/2021 13:08,R_2YtuUgnOoYzCZY5,,,,,53.63340759,-113.5239029,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is a precursor for morality,a judge is to a lawyer,I feel that these two concepts aren't necessarily connected. A person can have strong morals and little wisdom.,1.877,31.791,61.985,3,"Wisdom is gained through lived experience, by trying things and learning from failure. Wisdom can inform moral intentions or actions. Morality can also be picked up from other sources that a person perceives as wise.",0,0,46.32,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,I don't envison much of a relationship between culture and wise ways of thinking. If anything culture discourages the deep self-knowledge and flexibility that is required to build wisdom.,0,,0,0,,0,0,,0,0,,0,"Declarative (book) knowledge,Balance of diverse interests,Open-mindedness/Consideration of diverse perspectives","Uncertainty management,Context-sensitivity,Self-compassion,Seeking Insight /Meaning,Self-transcendence","Deliberation/Reflection,Experiential knowledge,In-group cooperation","Pursuit of truth,Equanimity/Self-control,Sympathy/compassion,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Humor,Realization of shared humanity",,,3,,,,,,,,,2,,,1,,,,,,,2,5,,,,,,,,1,,4,3,,,,,,,1,,,3,,,2,,,,,,4,,2,,,,6,1,,3,,,,,,,5,50.502,71.802,238.303,2,,48,Female,,,,,,,,,,,,,,,
0,60a6a76aca6c98b970de90f2,10/22/2021 13:52,10/22/2021 14:05,IP Address,209.93.192.137,100,771,TRUE,10/22/2021 14:05,R_1ClPqbjIGGzbZdO,,,,,53.80549622,-2.292694092,anonymous,EN,I consent to participate in this study,,"Wisdom is relevant for morality,Wisdom is a precursor for morality",,no,6.213,7.213,10.759,2,,0,0,52.267,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,"Wisdom is related to life experience, observation, learning, and an understanding of acquired knowledge. While culture is a practice of (and a  collection of) achievements and behaviors of a particular subset of society. Culture might be defined and shared nationally, regionally, or within organizations or groups of like people. In many ways wisdom and culture are linked but one is not needed for the other.",0,,0,1,,1,0,,0,0,,0,"Uncertainty management,Balance of diverse interests,Declarative (book) knowledge,Seeking Insight /Meaning,Self-transcendence,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,Open-mindedness/Consideration of diverse perspectives,Realization of shared humanity,Pursuit of truth","Experiential knowledge,Deliberation/Reflection,Equanimity/Self-control",,"Context-sensitivity,Humor,In-group cooperation,Sympathy/compassion,Self-compassion",,6,7,,,5,,8,9,,,2,,1,3,4,,,,,3,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,4,,,,,,5,2,7.968,177.639,177.996,4,,33,Male,,,,,,,,,,,,,,,
0,60a6fb9ebde8c9d984030cfb,10/22/2021 12:17,10/22/2021 13:10,IP Address,84.65.237.43,100,3162,TRUE,10/22/2021 13:10,R_25yjV5xEagH0FC2,,,,,52.58740234,-2.138000488,anonymous,EN,I consent to participate in this study,Morality is relevant for wisdom,Wisdom is necessary for morality,"different in the aspect of the acceptance. While morality is builded on social norms, wisdom doesn't  depend on those norms solely. As time and society changes it can differ what we consider to right or wrong, but the nature of wisdom involves the ability to see other people's points of view and to use this for better understanding and balancing of own and others' interest. ",,80.88,1210.334,1210.339,55,"It depends in a way that how we define 'right' and 'wrong'. This develops through the lifetime. By that I mean it is present since childhood when children must learn 'how to behave' in different situations to be accepted and loved. These phenomenons automatically affects our thinking, behaviour, coping processes by the time we became adult. So it is relevant to wisdom because it is affect how we see the world and ourself but wisdom takes us a step further where we not necessarily want to judge everything either right or wrong. ",0,0,55.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,"Culture is influence it very much.  Depending on which language do I think and write about wisdom the focus can change. Some essential part of  wisdom , for example,  acceptance is more highlighted in my mind in English- while the necessity of different( high, low, hard, easy, etc) life experiences is more on the focus in my mind when I think about wisdom in Hungarian. ",1,,1,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.101,14.101,111.294,1,,29,Female,,,,,,,,,,,,,,,
0,60b67b7e575fb1376f7605c1,10/22/2021 13:20,10/22/2021 13:39,IP Address,80.42.33.21,100,1188,TRUE,10/22/2021 13:39,R_RfRWqKsUtVj6ybv,,,,,51.50740051,-0.119598389,anonymous,EN,I consent to participate in this study,"Morality is relevant for wisdom,Morality is necessary for wisdom","Wisdom is relevant for morality,Wisdom is a precursor for morality,Wisdom is necessary for morality",As a hamer is to a nail.,I think morality is something that can frame how one navigates and acts upon the world. Without experience and knowledge you cannot properly apply morality on situations you might not be accustomed too.,7.158,277.893,280.714,18,"To a Very large extent as feelings like guilt and regret keep people from committing ""Un-moral"" actions. In addition, society often ostracises those who stray from what the majority views as moral or correct.",0,0,83.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,If you come from a culture or household that values Wisdom and knowledge then you are more likely to be moulded into having similar believes.,1,,1,0,,0,0,,0,0,,0,"Declarative (book) knowledge,Context-sensitivity,Uncertainty management","Experiential knowledge,Pursuit of truth,Seeking Insight /Meaning,Equanimity/Self-control,Deliberation/Reflection,Self-transcendence","Humor,Epistemic humility/Recognition of limits of one's knowledge & one's fallibility,In-group cooperation,Realization of shared humanity","Self-compassion,Sympathy/compassion,Balance of diverse interests,Open-mindedness/Consideration of diverse perspectives",,,,,2,,,,,,,,,3,1,,,,,,4,,6,5,,2,,,,1,,,3,,,2,,,,,,4,,3,,,,,,,,1,,4,,,,,,,,2,3,,,,,1,,116.819,116.819,285.136,1,,20,Male,,,,,,,,,,,,,,,
